id,cr_no,target_sentence,response,training,tooshort_AD,irrelevant_AD,copypaste_AD,eval_AD,overall_AD,notes_AD,overall_AD_2,tooshort_JM,irrelevant_JM,copypaste_JM,eval_JM,overall_JM,notes_JM,overall_JM_2,interrater_difference,agree,interrater_difference_2
SERP_F19C_B2_75,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",Rods and cones help us to distinguish colors are refracted from light.,2,0,0,0,0,2,might be a 2 with refracted?,2,0,0,0,0,1,response is only about the target sentence,2,1,0,NA
SERP_F19C_C1_76,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.","This means that without light, you can not see that way since there are no impulses",2,0,0,0,0,2,inferring about what would happen without light,2,0,0,0,0,3,scoring a 3 because discussing the text in the absence rather than the presence of light and how that leads to the inability to see feels global,2,1,0,NA
SERP_F19C_C1_76,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",I think the cornea is where you put your contacts in? I believe that it is easy to tear.,2,0,0,0,0,1,par,1,0,0,0,0,1,weak connection to target sentence,1,0,1,NA
SERP_F19C_C1_76,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,Your pupils typically get bigger when there is more light.,2,0,0,0,0,2,predictive/elaborative but incorrect,2,0,0,0,0,1,"torn between 0 and 1 because this is incorrect, but is incorrect the same thing as non-informative/unrelated? Just because someone is incorrect in their response doesn't mean they're not engaging with the text meaningfully.",2,1,0,NA
SERP_F19C_C1_76,viz_cr_4,"In dim light, the pupil becomes larger","Oh well, do not regard my last statement as it is actually the opposite. I believe the pupil becoming bigger in dim light is so that you can see better.",2,0,0,0,0,1,par,1,0,0,0,0,2,This sort of proves my point in the previous CR b/c the participant actually monitored their comprehension and corrected their previous statement; scoring this a 2 because by correcting their previous statement they are doing a local bridge,1,1,0,NA
SERP_F19C_C1_76,viz_cr_5,This bends the light rays producing an image that is in focus,"So I believe that this means that if an object is not in focus, there are less light rays?",2,0,0,0,0,2,but very weak one - not sure the conclusion is strong,2,0,0,0,0,2,scoring a 2 because asking the critical question feels like doing a little more than a simple elaboration of the target sentence,2,0,1,NA
SERP_F19C_C1_76,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","If the lens was not a flexible structure, then we would not be able to see as much as we see now.",2,0,0,0,0,2,too simple a q to be a 3? But still an ELA,2,0,0,0,0,1,NA,2,1,0,NA
SERP_F19C_C1_76,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"I see now that light is a very key structure to eye sight and without light, people would not be able to see as well.",2,0,0,0,0,2,weak summary,2,0,0,0,0,2,"this feels like a synopsis of all the previous text so I'm considering this as a ""includes ideas from text outside target sentence""",2,0,1,NA
SERP_F19C_C1_76,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","Cones are to see color, rods are to see black, white and gray and they both work together to see things in general.",2,0,0,0,0,2,cones bridge,2,0,0,0,0,2,this is a good example of how do you rate someone who does local bridging outside the target text but that local bridge is relatively weak,2,0,1,NA
SERP_F19C_C1_76,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",I believe that light is the single most important thing to seeing.,2,0,0,0,0,2,"vague, bold statement but globally bridges with light",2,0,0,0,2,1,"the rubric tells us to ""stop coding"" if we score a CR as a 2 for evaluative statements."" I think this CR deserves a 2 for evaluative statements but I'm going to code it overall just in case. Also I was stuck between 0 and 1 for overall.",2,1,0,NA
SERP_F19C_B1_78,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.","INFORMATIVE! So my eyes has nerves to be able to transmit impulses into my brain, which the brain interprets.",2,0,0,0,1,2,bold feels extra for a 2,2,0,0,1,0,0,too similar to the target sentence,2,2,0,NA
SERP_F19C_B1_78,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","I BELIEVE THE CORNEA MUST BE A CLEAR, TRANSPARENT COVER, SEEING AS IT IS NOT VIEWED, BUT IS THE FIRST COVERING LAYER OF THE EYE.",2,0,0,0,0,2,predictive,2,0,0,1,0,0,too similar to the target sentence,2,2,0,NA
SERP_F19C_B1_78,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,SO THE IRIS SEEMS TO WORK AS A CAMERA SHUTTER. DILATING AND ADJUSTING THE PUPIL SIZE LIKEWISE A CAMERA LENS,2,0,0,0,0,3,seems pretty elaborative,3,0,0,0,0,1,the camera metaphor makes for a weak global connection despite the similarity between the TS and CR,3,2,0,NA
SERP_F19C_B1_78,viz_cr_4,"In dim light, the pupil becomes larger","THAT'S UNDERSTANDABLE. KNOWING THAT WHEN ONE WALKS INTO A SPACE WITH TOO BRIGHT LIGHTS, THE FIRST THING THEY DO IS TO SHIELD THEIR EYES FROM THE LIGHT INTENSITY.",2,0,0,0,0,2,bringing in outside knowledge - talks about earlier text,2,0,0,0,0,1,"scoring this a 1 for ""comprehension monitoring"" but was considering it a possible 0",2,1,0,NA
SERP_F19C_B1_78,viz_cr_5,This bends the light rays producing an image that is in focus,"OK...SO, THE LIGHT RAYS CAN BE BENT TO REFRACTIVE RAYS DEPENDING ON THE IMAGE BEING FOCUSED ON?",2,0,0,0,0,2,focused on this line but adds more,2,0,0,0,0,1,0 or 1,2,1,0,NA
SERP_F19C_B1_78,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",INTERESTING! EXPLAINS A LOT ON HOW READING GLASSES WORKS. THICKER GLASSES MEANS NEARSIGHTEDNESS?,2,0,0,0,1,2,second half is confusing,2,0,0,0,0,1,not sure how to rate this especially since I don't know how reading glasses work to be able to make any connections,2,1,0,NA
SERP_F19C_B1_78,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,JELLYLIKE FLUID IS PROBABLY THE AQUEOUS HUMOR? ALSO...130 MILLION RECEPTOR CELLS? THAT MUST BE A LOT OF NERVES AT THE BACK OF THE EYE FOR THE RETINA TO BE ABLE TO RECEIVE ALL 130 MILLION RECEPTIONS FROM RECEPTOR CELLS. IS THAT THE OPTIC NERVE?,2,0,0,0,0,2,questions rather than statements and each one is rather weak,2,0,0,0,0,2,I had to google what aqueous humor was; apparently this participant does know a thing or 2 about eye science,2,0,1,NA
SERP_F19C_B1_78,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","SO THE CONES AND RODS WORK IN ACCORDANCE WITH EACH OTHER. YOU...HANDLE THE BRIGHT LIGHTS, YOU...HANDLE THE DIM LIGHTS. GREAT JOB",2,0,0,0,0,2,cones bridge,2,0,0,0,0,2,giving a 2 for local bridging,2,0,1,NA
SERP_F19C_B1_78,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",HMM... RECEIVED BY THE RETINA?,2,0,0,0,0,1,NA,1,0,0,0,0,0,non-informative?,1,1,0,NA
SERP_F19C_B1_80,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",I wonder does this have a relationship with high light exposure and headaches.,2,0,0,0,0,1,weak connection,1,0,0,0,0,0,"0 or 1, is this non-informative or global enough to bumpt them up 1 point? I'm landing on non-informative and scoring a 0",1,1,0,NA
SERP_F19C_B1_80,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","I've heard of these things, but I only know what the pupil is. It is kinda difficult for me to visualize what they are referring to.",2,0,0,0,0,1,associative,1,0,0,0,0,0,NA,1,1,0,NA
SERP_F19C_B1_80,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,"I wonder are they referring to straining your eyes to see things that are long distance. Maybe this is why some people have to wear glasses.
",2,0,0,0,0,2,same as above elaborative q?,2,0,0,0,0,2,NA,2,0,1,NA
SERP_F19C_B1_80,viz_cr_4,"In dim light, the pupil becomes larger","This confirms my belief that the muscles adjust when the eye is strained. When it's dark, you strain your eye to see because the lighting is adjusted.",2,0,0,0,0,3,NA,3,0,0,0,0,1,NA,2,2,0,NA
SERP_F19C_B1_80,viz_cr_5,This bends the light rays producing an image that is in focus,I guess this means that light rays bend through the different parts of the eyes to create an image.,2,0,0,0,0,1,NA,1,0,0,0,0,1,NA,1,0,1,NA
SERP_F19C_B1_80,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","I guess the lenses need to be thin so that the light will actually be received. If not, I assume you won't be able to see.",2,0,0,0,0,3,two inferences there,3,0,0,0,0,1,NA,2,2,0,NA
SERP_F19C_B1_80,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,Maybe this is why some people wake up so easily when you turn the light on in the morning.,2,0,0,0,0,1,feels unrelated,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B1_80,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",I don't really get what the rod cells actually are. Are they like lenses?,2,0,0,0,0,1,maybe 1? First part is comprehension monitoring but 2nd part is a bit of a bridge,1,0,0,0,0,0,NA,2,1,0,NA
SERP_F19C_B1_80,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","I don't remember cones being mentioned earlier. I'm pretty sure I know what they are, but it would be nice to get clarification.",2,0,0,0,0,1,comp monitoring,1,0,0,0,0,0,non-informative,0,1,0,NA
SERP_F19C_B1_82,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",How many layers are there? How would the pupil and iris work should they not be covered by the cornea?,2,0,0,0,0,1,is asking Q's = to quality; using the current line to ask a Q,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B1_82,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,"If it is a muscle, would there be a specific way the exercise it? Or is it maintained the same as when we are born? Would the pupil size increase or decrease given specific circumstances?",2,0,0,0,0,3,seems like a lot of elab qs,3,0,0,0,0,0,rambling,2,3,0,NA
SERP_F19C_B1_82,viz_cr_4,"In dim light, the pupil becomes larger",What makes the pupil enlarge when exposed to dim lights?,2,0,0,0,0,1,already answered,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B1_82,viz_cr_5,This bends the light rays producing an image that is in focus,How would the image be able to focus should the light rays harm the eye?,2,0,0,0,0,1,NA,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B1_82,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","So if the lenses were not thin, they would be less capable of seeing far away objects? How do the lenses bend the light? How would the size of the lenses matter when it pertains to bending light?",2,0,0,0,0,2,not making the conclusions,2,0,0,0,0,0,rambling,2,2,0,NA
SERP_F19C_B1_82,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,That's a lot of cells. Do the other components of our eyes contain as many cells?,2,0,0,0,0,1,NA,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B1_82,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",How many shades of grey are seen when examining the function of rod cells?,2,0,0,0,0,1,pretty insignificant q,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B1_82,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","That makes sense. Everything is connected to and perceived by the brain, after all.",2,0,0,0,0,2,bridging but very weak,2,0,0,0,0,0,non-informative,1,2,0,NA
SERP_F19C_C1_83,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",Your eyes and your brain work together to form sight. The images that are presented to us are made up of signals that our brain then translates into recognizable images.,2,0,0,0,0,2,weak bold,2,0,0,0,0,2,NA,2,0,1,NA
SERP_F19C_C1_83,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",There are three main parts to our eyes that enable us to see. The cornea is the clear outer layer. The iris is the part of the eye the is colored and surrounds the pupil.,2,0,0,0,0,3,simple but bolded bridge and ELA components,3,0,0,0,0,2,NA,3,1,0,NA
SERP_F19C_C1_83,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,"Your pupil can change sizes depending on the muscles in your iris, which regulate the amount of light that comes in.",2,0,0,0,0,2,bold bridge,2,0,0,0,0,2,NA,2,0,1,NA
SERP_F19C_C1_83,viz_cr_4,"In dim light, the pupil becomes larger","The less light that the iris lets in through the pupil, the larger it becomes.",2,0,0,0,0,1,PAR,1,0,0,0,0,1,NA,1,0,1,NA
SERP_F19C_C1_83,viz_cr_5,This bends the light rays producing an image that is in focus,Muscles in our eyes bend light rays to help produce images.,2,0,0,0,0,1,NA,1,0,0,1,0,1,NA,1,0,1,NA
SERP_F19C_C1_83,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","The thinner the lens, the less the light needs to be bent in order for us to see images that are far away.",2,0,0,0,0,1,feels like reshuffling the words around,1,0,0,0,0,1,NA,1,0,1,NA
SERP_F19C_C1_83,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,All 130 million receptor cells in the retina respond to light and help bend the light rays in order for us to for images.,2,0,0,1,0,2,brings up bend the light,2,0,0,1,0,0,NA,1,2,0,NA
SERP_F19C_C1_83,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","There are two types of receptors in the eyes. The rod cells in the retina enable us to see shades like black, white, and gray and work best in dim lighting.",2,0,0,1,0,2,pulls in the two types,2,0,0,0,0,1,NA,2,1,0,NA
SERP_F19C_C1_83,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","This sentence means when rods and cons work in conjunction to each other, they send signals to the brain when viewing images to help capture better detail.",2,0,0,0,0,1,feels focused on target sentence,1,0,0,0,0,1,NA,1,0,1,NA
SERP_F19C_B2_84,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",what kind of impulses?,2,0,0,0,0,1,NA,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B2_84,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",I remember some of that from classes in middle school.,2,0,0,0,0,0,noninformative,0,0,0,0,0,0,non-informative,0,0,1,NA
SERP_F19C_B2_84,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,I got distracted by the whole iris thing and the fact that that is what determines the eye color,2,0,0,0,0,2,off topic but bridge; seductive,2,0,0,0,0,0,non-informative,0,2,0,NA
SERP_F19C_B2_84,viz_cr_4,"In dim light, the pupil becomes larger","So, I thought it was related to emotions, that the pupil becomes bigger",2,0,0,0,0,1,still incorrect and not adding on,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B2_84,viz_cr_5,This bends the light rays producing an image that is in focus,I'm not sure what that means. So what happens with blurry vision?,2,0,NA,0,0,2,good question,2,0,0,0,0,0,non-informative,1,2,0,NA
SERP_F19C_B2_84,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",is that why some people can't see from far away? because the lenses are not thin enough?,2,0,0,0,0,2,NA,2,0,0,0,0,1,giving a 1 for monitored comprehension,2,1,0,NA
SERP_F19C_B2_84,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"oh wow, 130 millions receptors!",2,0,0,1,1,1,NA,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B2_84,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",It's interesting how certain parts are designed to enable us to see specific colors,2,0,0,0,1,1,NA,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B2_84,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",everything that happens automatically for us every day has so much science behind.,2,0,0,0,0,1,NA,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B1_86,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.","In hind-sight this seems like a fairly common action, however, I assume the science behind it is vary immaculate.",2,0,0,0,0,1,weak association/evaluation,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B1_86,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",I wish I could see a visual.,2,0,0,0,0,0,noninformative,0,0,0,0,0,0,non-informative,0,0,1,NA
SERP_F19C_B1_86,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,So muscles within our eyes allow it to dilate and contract. I also wonder how outside factors (excluding light) such as certain drugs or illnesses tell the muscle to perform these actions.,2,0,0,0,0,3,adds lots of knowledge,3,0,0,0,0,0,non-informative,2,3,0,NA
SERP_F19C_B1_86,viz_cr_4,"In dim light, the pupil becomes larger",interesting.,2,0,NA,NA,2,0,NA,0,1,0,0,0,0,too short,0,0,1,NA
SERP_F19C_B1_86,viz_cr_5,This bends the light rays producing an image that is in focus,"So if we had constant blurry vision, that would signify that there is a problem with our lens or its muscle?",2,0,0,0,0,2,NA,2,0,0,0,0,1,weak elaboration so giving it a 1,2,1,0,NA
SERP_F19C_B1_86,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",Do glasses lens thickness work the same way?,2,0,0,0,0,2,NA,2,0,0,0,0,0,non-informative,1,2,0,NA
SERP_F19C_B1_86,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"They must be extremely small, I wonder what the area of one receptor is.",2,0,0,0,0,1,NA,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B1_86,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","If dogs can only (supposedly) see in black, white, and grey does this mean they only have rod cells?",2,0,0,0,0,2,good connection or too off target?,2,0,0,0,0,2,meaningful idea outside the text I guess,2,0,1,NA
SERP_F19C_B1_86,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",Interesting.,2,1,NA,NA,0,0,NA,0,1,0,0,0,0,too short,0,0,1,NA
SERP_F19C_C2_87,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",Eyes have the ability to convert light stimulation to items that you are able to see by sending messages to the brain.,2,0,0,0,0,1,too much shifting words around?,1,0,0,0,0,2,local bridging,1,1,0,NA
SERP_F19C_C2_87,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",Many layers are within a person's eye. Both the pupil and the iris are covered by the cornea which is covered by the eyelid.,2,0,0,0,0,2,weak connection to prior text,2,0,0,0,0,1,solely targets the TS,2,1,0,NA
SERP_F19C_C2_87,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,Light first strikes the iris first then goes through the pupil thus allowing the iris to control the size of the pupil and the amount of light seen.,2,0,0,0,0,2,bridging but not always accurate,2,0,0,0,0,2,Local bridging,2,0,1,NA
SERP_F19C_C2_87,viz_cr_4,"In dim light, the pupil becomes larger","With the iris being the muscle behind the pupil it is interesting to see how much control it has. If the iris allows too much light to be shown to the pupil then it will become smaller, but in the dim light it becomes larger.",2,0,0,0,0,3,NA,3,0,0,0,0,2,local bridging,2,1,0,NA
SERP_F19C_C2_87,viz_cr_5,This bends the light rays producing an image that is in focus,The lens comes directly after the pupil and also contains muscles that can alter its shape and change the image that is seen.,2,0,0,0,0,2,NA,2,0,0,0,0,2,local bridging so I gave it a 2 althought its probably a weak 2,2,0,1,NA
SERP_F19C_C2_87,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",That it was nearsighted people have smaller lenses on their glasses whereas farsighted people have thicker lenses. One requires the light to bend more or less than the other.,2,0,0,0,0,2,I don't think this is true?,2,0,0,0,0,2,giving this a 2 since there' some global ideas being made outside the text,2,0,1,NA
SERP_F19C_C2_87,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,After the lens is the retina which hold over 100 million cells that respond to light,2,0,0,0,0,1,NA,1,0,0,0,0,0,too similar to the target sentence,1,1,0,NA
SERP_F19C_C2_87,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","There are only two types of receptor, cones and rodes. cones are most efficient in bright light while rods are best in dim.",2,0,0,0,0,2,cones bridge,2,0,0,0,0,2,local bridging by refererencing cone cells,2,0,1,NA
SERP_F19C_C2_87,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","After the rods and cones reply to the light, nerves are sent to the brain allowing edges, colors and objects to appear.",2,0,0,0,0,1,focused on target,1,0,0,0,0,1,CR only about TS,1,0,1,NA
SERP_F19C_B2_88,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",Light comes in contact with my brain  which forms into that light into a image.,2,0,0,0,0,1,simplified par,1,0,0,0,0,2,"Scoring this a 2 for its reference to ""light"" which is local bridging",1,1,0,NA
SERP_F19C_B2_88,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",They are many parts of the eye underneath what I can see.,2,0,0,0,0,1,NA,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B2_88,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,The iris is the boss of my eye which controls the size of my pupil affected by light.,2,0,0,0,0,2,pretty good with the boss part - could go either way,2,1,1,1,1,2,"scoring a 2 for the ""boss"" metaphor",2,0,1,NA
SERP_F19C_B2_88,viz_cr_4,"In dim light, the pupil becomes larger",This makes sense because eyes are hurt by too much sunlight. The darker it is my eyes search for my light so I can see more images versus when there is more than enough.,2,0,0,0,0,3,adding in more knowledge?,3,0,0,0,0,1,this is a toss up between a 1 and a 2 for me because I don't think the connection is a solid one but it still feels like meaningful engagement with the text.,2,2,0,NA
SERP_F19C_B2_88,viz_cr_5,This bends the light rays producing an image that is in focus,Lens can change shape to bend light rays that affect the clearness of what we are able to see.,2,0,0,0,0,2,immediate bridge,2,0,0,0,0,2,local bridging,2,0,1,NA
SERP_F19C_B2_88,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","Our lenses can be thick or thin, meaning the thicker they are the more we can see up close versus far away. It strains our eyes.",2,0,0,0,0,2,made more connections,2,0,0,0,0,2,this is a toss up between 1 and 2 because talking about lenses far away is weak local bridging outside the TS,2,0,1,NA
SERP_F19C_B2_88,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,The retina is complex and has a big function in the eye.,2,0,0,0,0,1,NA,1,0,0,0,0,1,NA,1,0,1,NA
SERP_F19C_B2_88,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","Rod cells allow for us to see color, and are better at showing color when there's not a lot of  light exposure.",2,0,0,0,0,2,is it color or gray colors?,2,0,0,0,0,1,CR is only about the TS,2,1,0,NA
SERP_F19C_B2_88,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",The rods and cones in our eyes work together to allow us to see items three-dimensional.,2,0,0,0,0,2,3-d makes it more knowledge included?,2,0,0,0,0,1,"""three-dimensional"" feels like a vague elaboration on the text that consistently references how our eyes use stimuli to focus images",2,1,0,NA
SERP_F19C_C1_89,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",This sentence explains how our eyes change the light we see into messages to the brain that allows us to see.,2,0,0,0,0,1,simplified par,1,0,0,0,0,1,CR is only about the TS,1,0,1,NA
SERP_F19C_C1_89,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",The cornea is a layer of protection for the pupil and iris. The pupil and iris are the parts of the eyes that we can see from the outside.,2,0,0,0,0,2,inferred protection,2,0,0,0,0,1,CR is only about the TS,2,1,0,NA
SERP_F19C_C1_89,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,The iris' muscles move as a reaction to the light entering and the reaction of these muscles control the size of the pupil.,2,0,0,0,0,2,NA,2,0,0,0,0,2,local bridging,2,0,1,NA
SERP_F19C_C1_89,viz_cr_4,"In dim light, the pupil becomes larger","When there is less light, the pupil dilates.",2,0,0,0,0,2,more knowledge but weak,2,0,0,0,0,1,"pretty similar to the ts but scoring them a 1 for their proper use of the vocab word ""dilate""",1,1,0,NA
SERP_F19C_C1_89,viz_cr_5,This bends the light rays producing an image that is in focus,Lens in the eyeball are responsible for focusing on the objects we see by bending light rays.,2,0,0,0,0,1,NA,1,0,0,0,0,0,feels too similar to TS to be informative,1,1,0,NA
SERP_F19C_C1_89,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","To see things further away, the lens become thinner to bend the light less.",2,0,0,1,0,1,NA,1,0,0,1,0,0,NA,1,1,0,NA
SERP_F19C_C1_89,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,The retina is where the messages to the brain are converted from light using around 130 million receptor cells.,2,0,0,0,0,2,bridges it abit,2,0,0,0,0,1,NA,2,1,0,NA
SERP_F19C_C1_89,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","Rod cells allow us to see black, white and grey and work best in less light.",2,0,0,0,0,1,PAR,1,0,0,2,0,0,copy paste�will also code as 0 overall,1,1,0,NA
SERP_F19C_C1_89,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",The cones respond to light which sends nerve impulses to the brain to create the objects and colours we see.,2,0,0,0,0,1,NA,1,0,0,2,0,0,copy paste�will also code as 0 overall,1,1,0,NA
SERP_F19C_B1_90,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",There is also the addition of neurons in the brain that can relay images that causes us to see.,2,0,0,0,0,2,adding knowledge but not enough to make it a 3?,2,0,0,0,0,1,torn between a 0 and 1 on this one. I could go either way,2,1,0,NA
SERP_F19C_B1_90,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","While the eyelids protect from light, some does go through and goes to the cornea.",2,0,0,0,0,1,feels like a misconception�but is a bridge,1,0,0,0,0,1,"this CR is a bit odd, but im giving it a 1 b/c of its specific understanding on the eyelid and where the cornea is",1,0,1,NA
SERP_F19C_B1_90,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,"Light also has an effect on the size of the pupil, as it adjusts it's size depending on how much light enters it.",2,0,0,0,0,2,NA,2,0,0,0,0,1,local bridging,2,1,0,NA
SERP_F19C_B1_90,viz_cr_4,"In dim light, the pupil becomes larger",I believe the pupil also becomes larger when your eyes are dilated..,2,0,0,0,0,2,more knowledge but weak,2,0,0,0,0,1,weak connection,2,1,0,NA
SERP_F19C_B1_90,viz_cr_5,This bends the light rays producing an image that is in focus,"The real question is, what happens if the light is collected too quickly? Will the image seem out of focus?",2,0,0,0,0,2,weird q?,2,0,0,0,0,0,Another odd CR; could go either way scoring as 0 or 1,2,2,0,NA
SERP_F19C_B1_90,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",The adjustment of the lens depends on the distance of the viewing object.,2,0,0,0,0,1,still feels PAR?,1,0,0,0,0,1,NA,1,0,1,NA
SERP_F19C_B1_90,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"In total, there would be about 260 million receptor cells that respond to light.",2,0,0,0,0,1,NA,1,0,0,0,0,1,torn 0 vs 1,1,0,1,NA
SERP_F19C_B1_90,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","Rod cells are most active in dark settings, like in a room with the lights off.",2,0,0,0,0,2,makes connection/elab,2,0,0,0,0,1,NA,2,1,0,NA
SERP_F19C_B1_90,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",The optic nerves are like the middle man between the rods & cones and the brain.,2,0,0,0,0,2,adds knowledge,2,0,0,0,0,1,torn between 1 and 2,2,1,0,NA
